CLIENTNUM,Cluster_Cliente,Probabilidad_Churn,Prediccion_Final,Estrategia_Asignada
708704433,0,0.0020964467832248704,0,Sin Acción (Cliente Estable)
720906033,0,0.008485346219369206,0,Sin Acción (Cliente Estable)
719961183,0,0.014095001860994421,0,Sin Acción (Cliente Estable)
718838808,0,0.004313020859386743,0,Sin Acción (Cliente Estable)
710268858,0,0.0016251549061723715,0,Sin Acción (Cliente Estable)
788360283,3,0.1269178376045471,1,CAMPAÑA MASIVA: Red de Arrastre
717914808,3,0.005129323534874912,0,Sin Acción (Cliente Estable)
802884933,0,0.006459591813405953,0,Sin Acción (Cliente Estable)
714436383,2,0.003298105045092133,0,Sin Acción (Cliente Estable)
718785483,2,0.0020842523604242737,0,Sin Acción (Cliente Estable)
708816408,2,0.003001313572418654,0,Sin Acción (Cliente Estable)
715363908,0,0.001871400613715841,0,Sin Acción (Cliente Estable)
709163358,2,0.9690912009452204,1,REACCIÓN BALANCEADA: Punto de Equilibrio
827643858,3,0.019856179090922594,0,Sin Acción (Cliente Estable)
711251133,3,0.010470081056082839,0,Sin Acción (Cliente Estable)
716896833,3,0.012445283269452063,0,Sin Acción (Cliente Estable)
789193383,0,0.0023274619742827875,0,Sin Acción (Cliente Estable)
712801758,0,0.017078264209635624,0,Sin Acción (Cliente Estable)
719836083,3,0.04528747706528702,0,Sin Acción (Cliente Estable)
718291233,3,0.0033958042471842727,0,Sin Acción (Cliente Estable)
718682883,2,0.004870230155265162,0,Sin Acción (Cliente Estable)
771503958,0,0.0016123186575125817,0,Sin Acción (Cliente Estable)
771960708,0,0.0035802601959732203,0,Sin Acción (Cliente Estable)
717427983,0,0.035520651203470664,0,Sin Acción (Cliente Estable)
712737108,2,0.0018939401075651517,0,Sin Acción (Cliente Estable)
771599283,0,0.007020442179160213,0,Sin Acción (Cliente Estable)
717237708,2,0.014175552331387647,0,Sin Acción (Cliente Estable)
710703708,2,0.10025298451810577,0,Sin Acción (Cliente Estable)
712513458,0,0.0039009948940836848,0,Sin Acción (Cliente Estable)
709690158,0,0.016211363694654684,0,Sin Acción (Cliente Estable)
709959858,3,0.02345300289813263,0,Sin Acción (Cliente Estable)
720683958,2,0.0033636172396036565,0,Sin Acción (Cliente Estable)
780704358,2,0.002263713364311053,0,Sin Acción (Cliente Estable)
717843783,3,0.002507031990364345,0,Sin Acción (Cliente Estable)
718318383,0,0.001843371048393236,0,Sin Acción (Cliente Estable)
708849858,3,0.0015565013183697085,0,Sin Acción (Cliente Estable)
712652283,2,0.0025794414691081946,0,Sin Acción (Cliente Estable)
793461933,3,0.02171682898462537,0,Sin Acción (Cliente Estable)
720084183,3,0.006565941860426923,0,Sin Acción (Cliente Estable)
767114958,0,0.0051184283227587056,0,Sin Acción (Cliente Estable)
709216533,3,0.004223198650914958,0,Sin Acción (Cliente Estable)
720897783,2,0.01470010146996294,0,Sin Acción (Cliente Estable)
773503308,0,0.0015661239393614458,0,Sin Acción (Cliente Estable)
719963433,0,0.0017677980575907146,0,Sin Acción (Cliente Estable)
708139833,3,0.9664429541061024,1,CAMPAÑA MASIVA: Red de Arrastre
710664558,3,0.001981451914378937,0,Sin Acción (Cliente Estable)
713687508,3,0.0022578497228856287,0,Sin Acción (Cliente Estable)
816312633,3,0.07810930820331574,0,Sin Acción (Cliente Estable)
712019883,3,0.0016326556721895425,0,Sin Acción (Cliente Estable)
718216008,2,0.013568950885739743,0,Sin Acción (Cliente Estable)
718345233,0,0.5831649448848356,1,REACCIÓN BALANCEADA: Punto de Equilibrio
771228183,3,0.005774582948240827,0,Sin Acción (Cliente Estable)
789430083,2,0.0016460689990546622,0,Sin Acción (Cliente Estable)
779524833,0,0.00996341301997385,0,Sin Acción (Cliente Estable)
823621083,3,0.0017064608130777797,0,Sin Acción (Cliente Estable)
715563558,0,0.003498692807726167,0,Sin Acción (Cliente Estable)
715424283,3,0.09372824181260832,0,Sin Acción (Cliente Estable)
807209808,0,0.0018589908148229487,0,Sin Acción (Cliente Estable)
716578158,0,0.02278914467378945,0,Sin Acción (Cliente Estable)
708911508,3,0.005788905007506436,0,Sin Acción (Cliente Estable)
717332733,2,0.004616986534598813,0,Sin Acción (Cliente Estable)
710681808,2,0.03748498054115495,0,Sin Acción (Cliente Estable)
708740808,3,0.35362800040529957,1,CAMPAÑA MASIVA: Red de Arrastre
711728208,2,0.003627799117479762,0,Sin Acción (Cliente Estable)
720562008,2,0.004566756257834455,0,Sin Acción (Cliente Estable)
709012083,0,0.1378245181086006,1,REACCIÓN BALANCEADA: Punto de Equilibrio
771073908,3,0.06403038415012333,0,Sin Acción (Cliente Estable)
718174908,0,0.013966942738201036,0,Sin Acción (Cliente Estable)
709550958,3,0.055899718552231116,0,Sin Acción (Cliente Estable)
720411183,0,0.002609183289799798,0,Sin Acción (Cliente Estable)
720776508,3,0.005440047195972713,0,Sin Acción (Cliente Estable)
755615208,0,0.006232277348981801,0,Sin Acción (Cliente Estable)
708147108,2,0.004453984853659603,0,Sin Acción (Cliente Estable)
827476983,0,0.5450857034430032,1,REACCIÓN BALANCEADA: Punto de Equilibrio
716682258,2,0.002672291125125998,0,Sin Acción (Cliente Estable)
708563433,3,0.9084375040650111,1,CAMPAÑA MASIVA: Red de Arrastre
772277508,3,0.023661597588620374,0,Sin Acción (Cliente Estable)
712515558,2,0.002039047154302316,0,Sin Acción (Cliente Estable)
719342808,3,0.0016985172163876106,0,Sin Acción (Cliente Estable)
788957358,0,0.001889419000707103,0,Sin Acción (Cliente Estable)
778386033,0,0.04821536067091842,0,Sin Acción (Cliente Estable)
820060758,0,0.011120446338768858,0,Sin Acción (Cliente Estable)
713271708,3,0.003155598802640172,0,Sin Acción (Cliente Estable)
720555483,2,0.002105842872149753,0,Sin Acción (Cliente Estable)
709405758,0,0.6003322223479439,1,REACCIÓN BALANCEADA: Punto de Equilibrio
769463433,3,0.0022963368349991358,0,Sin Acción (Cliente Estable)
786087633,0,0.01815857822068018,0,Sin Acción (Cliente Estable)
738627708,3,0.7840680125186582,1,CAMPAÑA MASIVA: Red de Arrastre
719527833,2,0.0022101031284076722,0,Sin Acción (Cliente Estable)
715921758,3,0.01552910229787923,0,Sin Acción (Cliente Estable)
717280158,0,0.006621773394334324,0,Sin Acción (Cliente Estable)
714179658,2,0.08752653947050233,0,Sin Acción (Cliente Estable)
806637558,3,0.2082198399991493,1,CAMPAÑA MASIVA: Red de Arrastre
714828708,3,0.0021721028815082214,0,Sin Acción (Cliente Estable)
711989358,2,0.0031717825208800853,0,Sin Acción (Cliente Estable)
720188508,3,0.0027648810855859253,0,Sin Acción (Cliente Estable)
719528958,0,0.001686514316646294,0,Sin Acción (Cliente Estable)
713110908,0,0.007124560228915482,0,Sin Acción (Cliente Estable)
721179708,3,0.00573034913503294,0,Sin Acción (Cliente Estable)
716363658,2,0.003971809635649492,0,Sin Acción (Cliente Estable)
711443808,0,0.004116478015973048,0,Sin Acción (Cliente Estable)
778952058,2,0.01694193000449812,0,Sin Acción (Cliente Estable)
713642133,0,0.006066255904948313,0,Sin Acción (Cliente Estable)
778908783,2,0.030542100206850623,0,Sin Acción (Cliente Estable)
778170633,2,0.0020350330667330972,0,Sin Acción (Cliente Estable)
714670533,2,0.022812885020617398,0,Sin Acción (Cliente Estable)
771833433,2,0.8589727763817365,1,REACCIÓN BALANCEADA: Punto de Equilibrio
772758783,2,0.004368682275563685,0,Sin Acción (Cliente Estable)
788959758,3,0.011642430058008796,0,Sin Acción (Cliente Estable)
716878533,3,0.0065371857534983835,0,Sin Acción (Cliente Estable)
713267133,3,0.002760089678583075,0,Sin Acción (Cliente Estable)
716263533,0,0.0017760168597161178,0,Sin Acción (Cliente Estable)
719026383,3,0.01849487611017309,0,Sin Acción (Cliente Estable)
821755233,3,0.002477333168757547,0,Sin Acción (Cliente Estable)
709683633,3,0.007810964564474657,0,Sin Acción (Cliente Estable)
714318033,0,0.00533867476662501,0,Sin Acción (Cliente Estable)
828291858,3,0.8193642492378936,1,CAMPAÑA MASIVA: Red de Arrastre
779647608,2,0.0018926738653671205,0,Sin Acción (Cliente Estable)
787605558,3,0.0021484542079386795,0,Sin Acción (Cliente Estable)
771534408,0,0.0018626601982486468,0,Sin Acción (Cliente Estable)
716219808,3,0.3301305257981776,1,CAMPAÑA MASIVA: Red de Arrastre
715690908,3,0.0018357021849316128,0,Sin Acción (Cliente Estable)
789125733,0,0.0927945263913889,0,Sin Acción (Cliente Estable)
717271983,2,0.0028759596140663798,0,Sin Acción (Cliente Estable)
709695333,0,0.0016775169049734172,0,Sin Acción (Cliente Estable)
712233183,0,0.003757410731507618,0,Sin Acción (Cliente Estable)
716645883,3,0.002028743574576263,0,Sin Acción (Cliente Estable)
711762408,3,0.006338905018829038,0,Sin Acción (Cliente Estable)
818305008,3,0.001689490487521891,0,Sin Acción (Cliente Estable)
788159433,2,0.006712473794187916,0,Sin Acción (Cliente Estable)
709104333,2,0.011586293155598323,0,Sin Acción (Cliente Estable)
708112008,2,0.061504162480220934,0,Sin Acción (Cliente Estable)
714731208,0,0.02142063188490665,0,Sin Acción (Cliente Estable)
710006958,3,0.004529336594867312,0,Sin Acción (Cliente Estable)
815062383,3,0.2532877801803498,1,CAMPAÑA MASIVA: Red de Arrastre
778447908,3,0.004861875562702384,0,Sin Acción (Cliente Estable)
720725058,3,0.9548261719486137,1,CAMPAÑA MASIVA: Red de Arrastre
803415183,2,0.0020451964737886364,0,Sin Acción (Cliente Estable)
708582858,3,0.08601989198129034,0,Sin Acción (Cliente Estable)
779833908,2,0.0025318925593709827,0,Sin Acción (Cliente Estable)
818687958,0,0.0018708431187170757,0,Sin Acción (Cliente Estable)
708714108,0,0.09031070064525508,0,Sin Acción (Cliente Estable)
754872333,2,0.0021853439723003736,0,Sin Acción (Cliente Estable)
718637208,0,0.01807600801668204,0,Sin Acción (Cliente Estable)
816772908,2,0.0017265935439331644,0,Sin Acción (Cliente Estable)
711935283,3,0.5148836942031266,1,CAMPAÑA MASIVA: Red de Arrastre
716950758,3,0.9053900226058808,1,CAMPAÑA MASIVA: Red de Arrastre
716497908,3,0.005261922024063549,0,Sin Acción (Cliente Estable)
809358708,2,0.00433908442409846,0,Sin Acción (Cliente Estable)
716037708,3,0.055412788094471026,0,Sin Acción (Cliente Estable)
717804783,3,0.002880611112214536,0,Sin Acción (Cliente Estable)
715338783,3,0.0032597656575855906,0,Sin Acción (Cliente Estable)
779645658,0,0.00744410031284128,0,Sin Acción (Cliente Estable)
787565433,3,0.03682177222393891,0,Sin Acción (Cliente Estable)
717287883,0,0.14067289863402613,1,REACCIÓN BALANCEADA: Punto de Equilibrio
715746633,3,0.005032387365467852,0,Sin Acción (Cliente Estable)
720635883,3,0.005744449672542933,0,Sin Acción (Cliente Estable)
710077008,2,0.0015863571359538509,0,Sin Acción (Cliente Estable)
804437658,0,0.003965783106215782,0,Sin Acción (Cliente Estable)
780000258,2,0.0031184710438524987,0,Sin Acción (Cliente Estable)
825785508,3,0.021974942464980968,0,Sin Acción (Cliente Estable)
720252858,3,0.004864262302867757,0,Sin Acción (Cliente Estable)
710017758,3,0.004542916762856816,0,Sin Acción (Cliente Estable)
711750183,2,0.006006430021725721,0,Sin Acción (Cliente Estable)
718364283,2,0.005081503623401902,0,Sin Acción (Cliente Estable)
711638658,0,0.0029099840464782154,0,Sin Acción (Cliente Estable)
711046383,2,0.0030046486050605945,0,Sin Acción (Cliente Estable)
720877083,3,0.0027219934456147654,0,Sin Acción (Cliente Estable)
715662258,0,0.0016387438421135547,0,Sin Acción (Cliente Estable)
715570533,2,0.9824138616422431,1,REACCIÓN BALANCEADA: Punto de Equilibrio
758202858,0,0.0018621499436901824,0,Sin Acción (Cliente Estable)
712872183,0,0.001668365048851242,0,Sin Acción (Cliente Estable)
710014683,3,0.012980805752499573,0,Sin Acción (Cliente Estable)
716934333,0,0.004426447276102104,0,Sin Acción (Cliente Estable)
778523733,3,0.002383498862737948,0,Sin Acción (Cliente Estable)
716353083,3,0.0038151154439483104,0,Sin Acción (Cliente Estable)
753642933,0,0.0014181293629923237,0,Sin Acción (Cliente Estable)
708151008,3,0.009633952269835306,0,Sin Acción (Cliente Estable)
789646158,3,0.003099092883952316,0,Sin Acción (Cliente Estable)
712423233,2,0.0021124668744712913,0,Sin Acción (Cliente Estable)
719806233,2,0.06335032005815892,0,Sin Acción (Cliente Estable)
786509358,0,0.003720673857326455,0,Sin Acción (Cliente Estable)
711502908,3,0.0054134244541966525,0,Sin Acción (Cliente Estable)
748617858,0,0.006500662849082096,0,Sin Acción (Cliente Estable)
721532583,0,0.1482914476236143,1,REACCIÓN BALANCEADA: Punto de Equilibrio
789244308,2,0.0024429828790662315,0,Sin Acción (Cliente Estable)
709330383,0,0.0018378628564133038,0,Sin Acción (Cliente Estable)
719136183,0,0.0017271955436110671,0,Sin Acción (Cliente Estable)
716939358,3,0.12942479532751183,1,CAMPAÑA MASIVA: Red de Arrastre
778155558,2,0.0022799482179777816,0,Sin Acción (Cliente Estable)
713461533,2,0.0025090278680370576,0,Sin Acción (Cliente Estable)
803776533,3,0.42655718515144364,1,CAMPAÑA MASIVA: Red de Arrastre
714857508,0,0.002463334254788993,0,Sin Acción (Cliente Estable)
720348933,3,0.010091650703300285,0,Sin Acción (Cliente Estable)
721158108,3,0.00579274232664945,0,Sin Acción (Cliente Estable)
789043008,3,0.01944342882337186,0,Sin Acción (Cliente Estable)
713362158,3,0.002201995715651085,0,Sin Acción (Cliente Estable)
712623258,0,0.9681934407057629,1,REACCIÓN BALANCEADA: Punto de Equilibrio
708494583,3,0.033887452817349985,0,Sin Acción (Cliente Estable)
718394658,0,0.025713144186347327,0,Sin Acción (Cliente Estable)
719398158,0,0.001708335868478466,0,Sin Acción (Cliente Estable)
711885258,3,0.05082479152508391,0,Sin Acción (Cliente Estable)
789161358,0,0.020684323117178906,0,Sin Acción (Cliente Estable)
787581858,0,0.008443366624509835,0,Sin Acción (Cliente Estable)
779198133,0,0.005485629239537798,0,Sin Acción (Cliente Estable)
708314808,3,0.006495624399479538,0,Sin Acción (Cliente Estable)
720508233,3,0.9288319702648997,1,CAMPAÑA MASIVA: Red de Arrastre
717134058,3,0.0015861575572067722,0,Sin Acción (Cliente Estable)
783366483,3,0.0024205162062308954,0,Sin Acción (Cliente Estable)
715412583,0,0.0023079504561402107,0,Sin Acción (Cliente Estable)
719562108,3,0.004950633571970052,0,Sin Acción (Cliente Estable)
754457883,3,0.03928858538645714,0,Sin Acción (Cliente Estable)
742552683,0,0.0028788275695004924,0,Sin Acción (Cliente Estable)
711455133,0,0.12598635679358478,1,REACCIÓN BALANCEADA: Punto de Equilibrio
716387733,3,0.9402924255019822,1,CAMPAÑA MASIVA: Red de Arrastre
772571508,3,0.7995845796492159,1,CAMPAÑA MASIVA: Red de Arrastre
718815108,0,0.0018384356689636597,0,Sin Acción (Cliente Estable)
719266158,3,0.0029289796349345146,0,Sin Acción (Cliente Estable)
720708183,3,0.0017088163615084446,0,Sin Acción (Cliente Estable)
767523933,3,0.004522733972782069,0,Sin Acción (Cliente Estable)
797466033,0,0.005851634718766785,0,Sin Acción (Cliente Estable)
771886233,2,0.008545660265655779,0,Sin Acción (Cliente Estable)
712612233,3,0.09554815651146155,0,Sin Acción (Cliente Estable)
716516208,3,0.004417469272527579,0,Sin Acción (Cliente Estable)
709950858,2,0.0020378348851791146,0,Sin Acción (Cliente Estable)
779882508,3,0.002103341133066018,0,Sin Acción (Cliente Estable)
717472833,3,0.0016343536273459316,0,Sin Acción (Cliente Estable)
712665633,3,0.06613512420883369,0,Sin Acción (Cliente Estable)
709562358,0,0.0020625063082053935,0,Sin Acción (Cliente Estable)
715391433,3,0.08887991940720717,0,Sin Acción (Cliente Estable)
708722583,0,0.010239998253395024,0,Sin Acción (Cliente Estable)
720452508,3,0.001909996885456882,0,Sin Acción (Cliente Estable)
714566958,2,0.2555177430773979,1,REACCIÓN BALANCEADA: Punto de Equilibrio
816084333,2,0.004044459884379661,0,Sin Acción (Cliente Estable)
806179683,0,0.0020089066447287487,0,Sin Acción (Cliente Estable)
806244183,3,0.0024337880610968655,0,Sin Acción (Cliente Estable)
787999533,0,0.004608096124741125,0,Sin Acción (Cliente Estable)
718358808,3,0.031024131977632166,0,Sin Acción (Cliente Estable)
718474683,0,0.0034033160744087938,0,Sin Acción (Cliente Estable)
716908158,0,0.02214545312227425,0,Sin Acción (Cliente Estable)
713984208,3,0.0030949592502707165,0,Sin Acción (Cliente Estable)
713013483,0,0.03823840724120059,0,Sin Acción (Cliente Estable)
754599558,0,0.0016174609884264726,0,Sin Acción (Cliente Estable)
788739633,3,0.5575404629341332,1,CAMPAÑA MASIVA: Red de Arrastre
712411908,2,0.005951823337947698,0,Sin Acción (Cliente Estable)
717538683,2,0.004394907416143107,0,Sin Acción (Cliente Estable)
709447908,0,0.006101624856739108,0,Sin Acción (Cliente Estable)
816834933,2,0.007250044801303607,0,Sin Acción (Cliente Estable)
718963158,2,0.007132777480350246,0,Sin Acción (Cliente Estable)
714358008,3,0.0029650073851078154,0,Sin Acción (Cliente Estable)
720758808,3,0.17118116319099067,1,CAMPAÑA MASIVA: Red de Arrastre
708255633,0,0.004517289277282765,0,Sin Acción (Cliente Estable)
716101308,3,0.013321617187041352,0,Sin Acción (Cliente Estable)
715986258,2,0.0032621599353024906,0,Sin Acción (Cliente Estable)
715858008,0,0.9460488770304994,1,REACCIÓN BALANCEADA: Punto de Equilibrio
806226933,2,0.011358555441838768,0,Sin Acción (Cliente Estable)
708361833,2,0.004246753961227253,0,Sin Acción (Cliente Estable)
778422933,2,0.01284011532127262,0,Sin Acción (Cliente Estable)
708957183,0,0.07650269235847797,0,Sin Acción (Cliente Estable)
718000383,2,0.002623323235954474,0,Sin Acción (Cliente Estable)
714466458,0,0.0017679948904629405,0,Sin Acción (Cliente Estable)
719608308,0,0.005706610501742676,0,Sin Acción (Cliente Estable)
792995808,0,0.002444543821697309,0,Sin Acción (Cliente Estable)
716211258,3,0.37762635842789544,1,CAMPAÑA MASIVA: Red de Arrastre
779289033,2,0.004726693567212439,0,Sin Acción (Cliente Estable)
719356008,3,0.007365188182224131,0,Sin Acción (Cliente Estable)
718503108,3,0.0037630563973152682,0,Sin Acción (Cliente Estable)
779661033,2,0.004082627974457539,0,Sin Acción (Cliente Estable)
813053733,2,0.7445243033339325,1,REACCIÓN BALANCEADA: Punto de Equilibrio
718354683,2,0.0015622271148329533,0,Sin Acción (Cliente Estable)
720529308,3,0.33941735612935764,1,CAMPAÑA MASIVA: Red de Arrastre
787578183,3,0.007128508923203618,0,Sin Acción (Cliente Estable)
737952333,3,0.013773502685660485,0,Sin Acción (Cliente Estable)
779498058,0,0.015734681511341612,0,Sin Acción (Cliente Estable)
799707858,0,0.0036032186636075656,0,Sin Acción (Cliente Estable)
719543208,3,0.0019783603715875465,0,Sin Acción (Cliente Estable)
797743233,3,0.003047166744917082,0,Sin Acción (Cliente Estable)
710658483,0,0.9885743396353379,1,REACCIÓN BALANCEADA: Punto de Equilibrio
715399908,3,0.003042915647187398,0,Sin Acción (Cliente Estable)
710288883,0,0.001769575671523351,0,Sin Acción (Cliente Estable)
719912808,3,0.0021418896793467647,0,Sin Acción (Cliente Estable)
720247158,3,0.003311175540009434,0,Sin Acción (Cliente Estable)
718672233,2,0.0058219110426423045,0,Sin Acción (Cliente Estable)
789593058,2,0.002155365068734952,0,Sin Acción (Cliente Estable)
710278458,0,0.37348557860741693,1,REACCIÓN BALANCEADA: Punto de Equilibrio
714467733,2,0.002214406888517946,0,Sin Acción (Cliente Estable)
803026008,0,0.0034512255670048194,0,Sin Acción (Cliente Estable)
772000533,3,0.39311921064822947,1,CAMPAÑA MASIVA: Red de Arrastre
811035483,2,0.9576673079724247,1,REACCIÓN BALANCEADA: Punto de Equilibrio
715480983,3,0.0026040350650700563,0,Sin Acción (Cliente Estable)
819997983,0,0.0034829479785480587,0,Sin Acción (Cliente Estable)
807593058,3,0.9566838456633799,1,CAMPAÑA MASIVA: Red de Arrastre
720437358,0,0.001998589013400946,0,Sin Acción (Cliente Estable)
719465733,3,0.03782346793505582,0,Sin Acción (Cliente Estable)
711978858,3,0.0021962593120851658,0,Sin Acción (Cliente Estable)
814364808,0,0.05199929153051525,0,Sin Acción (Cliente Estable)
788820933,2,0.0015778754154688055,0,Sin Acción (Cliente Estable)
713316558,3,0.002464671318173502,0,Sin Acción (Cliente Estable)
779856483,3,0.0022775797106551685,0,Sin Acción (Cliente Estable)
717085983,0,0.004051044891541925,0,Sin Acción (Cliente Estable)
788030208,0,0.9675254844123093,1,REACCIÓN BALANCEADA: Punto de Equilibrio
709914858,0,0.0016138291097888534,0,Sin Acción (Cliente Estable)
716111808,0,0.020487440779421582,0,Sin Acción (Cliente Estable)
708618933,0,0.0019483594136385542,0,Sin Acción (Cliente Estable)
720446508,0,0.31585434706943416,1,REACCIÓN BALANCEADA: Punto de Equilibrio
756488883,0,0.008783165394642217,0,Sin Acción (Cliente Estable)
708414033,0,0.002604697331075007,0,Sin Acción (Cliente Estable)
756727233,2,0.008488013170245359,0,Sin Acción (Cliente Estable)
720379533,3,0.9644224818117112,1,CAMPAÑA MASIVA: Red de Arrastre
720340383,0,0.0020341290297802377,0,Sin Acción (Cliente Estable)
771453033,2,0.0067462535015527,0,Sin Acción (Cliente Estable)
708747708,3,0.016747747310851956,0,Sin Acción (Cliente Estable)
712460433,3,0.0016432210905263723,0,Sin Acción (Cliente Estable)
719801508,2,0.001769602027293359,0,Sin Acción (Cliente Estable)
720983733,3,0.898426344718059,1,CAMPAÑA MASIVA: Red de Arrastre
713657733,3,0.0018741959335653805,0,Sin Acción (Cliente Estable)
709955958,3,0.007837846030138724,0,Sin Acción (Cliente Estable)
719099583,0,0.7416160235642615,1,REACCIÓN BALANCEADA: Punto de Equilibrio
719513733,3,0.0021774924597880575,0,Sin Acción (Cliente Estable)
710654808,3,0.7994387124902269,1,CAMPAÑA MASIVA: Red de Arrastre
719651358,2,0.0020999398441373975,0,Sin Acción (Cliente Estable)
718917408,3,0.002587699208012155,0,Sin Acción (Cliente Estable)
808753758,2,0.002246137264073185,0,Sin Acción (Cliente Estable)
711699183,0,0.005735517435071727,0,Sin Acción (Cliente Estable)
711196458,3,0.984901060999098,1,CAMPAÑA MASIVA: Red de Arrastre
772565883,2,0.006968074951699351,0,Sin Acción (Cliente Estable)
717203958,3,0.01883931953958078,0,Sin Acción (Cliente Estable)
769701258,3,0.0018094655457967686,0,Sin Acción (Cliente Estable)
714933783,3,0.00814302831342191,0,Sin Acción (Cliente Estable)
717650133,0,0.006131045201334444,0,Sin Acción (Cliente Estable)
708707808,0,0.0034234723285120803,0,Sin Acción (Cliente Estable)
717331758,2,0.0035598974490961676,0,Sin Acción (Cliente Estable)
801385458,0,0.001882599168648054,0,Sin Acción (Cliente Estable)
710605458,0,0.002297995892754981,0,Sin Acción (Cliente Estable)
719570733,0,0.001871202088038493,0,Sin Acción (Cliente Estable)
708646233,2,0.017879268200575307,0,Sin Acción (Cliente Estable)
766006758,0,0.07706760781329673,0,Sin Acción (Cliente Estable)
710695083,2,0.004694051618439458,0,Sin Acción (Cliente Estable)
709224033,3,0.9630864309383921,1,CAMPAÑA MASIVA: Red de Arrastre
795991758,3,0.00542546120615417,0,Sin Acción (Cliente Estable)
709381383,0,0.00456245441617697,0,Sin Acción (Cliente Estable)
810321933,3,0.01935950540068227,0,Sin Acción (Cliente Estable)
716235783,3,0.002295097280210513,0,Sin Acción (Cliente Estable)
758833758,0,0.002195256863199887,0,Sin Acción (Cliente Estable)
713579733,3,0.004216647444595226,0,Sin Acción (Cliente Estable)
804649833,0,0.001786728799486623,0,Sin Acción (Cliente Estable)
780971583,0,0.004470342420040117,0,Sin Acción (Cliente Estable)
804673308,3,0.9368978378559777,1,CAMPAÑA MASIVA: Red de Arrastre
788747358,0,0.0028815788581779,0,Sin Acción (Cliente Estable)
713199558,0,0.011983451125879008,0,Sin Acción (Cliente Estable)
713777883,0,0.014772216705714046,0,Sin Acción (Cliente Estable)
771081558,2,0.002299000207794943,0,Sin Acción (Cliente Estable)
710229333,3,0.005417804046282458,0,Sin Acción (Cliente Estable)
720406233,0,0.0038940466165743657,0,Sin Acción (Cliente Estable)
767784708,3,0.9806503011816107,1,CAMPAÑA MASIVA: Red de Arrastre
712052058,3,0.0017610519591788997,0,Sin Acción (Cliente Estable)
715278708,0,0.00527080722467789,0,Sin Acción (Cliente Estable)
827049558,0,0.0016035881484683225,0,Sin Acción (Cliente Estable)
710248233,0,0.001902928192923677,0,Sin Acción (Cliente Estable)
712146558,0,0.005393062094111757,0,Sin Acción (Cliente Estable)
715179933,3,0.0019470679399245104,0,Sin Acción (Cliente Estable)
709215708,2,0.006953348391524641,0,Sin Acción (Cliente Estable)
710668458,3,0.0019211269312741793,0,Sin Acción (Cliente Estable)
718828083,0,0.002146306822285827,0,Sin Acción (Cliente Estable)
720781158,3,0.00192733279979328,0,Sin Acción (Cliente Estable)
716938383,2,0.011363288668503472,0,Sin Acción (Cliente Estable)
709976358,3,0.0021979968991706427,0,Sin Acción (Cliente Estable)
715688958,0,0.0015182770956280822,0,Sin Acción (Cliente Estable)
721493883,3,0.004141448856265026,0,Sin Acción (Cliente Estable)
709830783,2,0.002462974388346406,0,Sin Acción (Cliente Estable)
715354983,3,0.0018911484033225256,0,Sin Acción (Cliente Estable)
713532858,0,0.0017436339097834208,0,Sin Acción (Cliente Estable)
721295658,2,0.02989597178304351,0,Sin Acción (Cliente Estable)
720313083,0,0.004544245711606871,0,Sin Acción (Cliente Estable)
720724008,0,0.0027178496871218955,0,Sin Acción (Cliente Estable)
712828533,3,0.004295214831026641,0,Sin Acción (Cliente Estable)
717007458,0,0.0031351530581093805,0,Sin Acción (Cliente Estable)
710728458,3,0.004854445752322815,0,Sin Acción (Cliente Estable)
717720108,3,0.002550585182627341,0,Sin Acción (Cliente Estable)
720648483,2,0.04382164419567645,0,Sin Acción (Cliente Estable)
770146008,0,0.15012133003361927,1,REACCIÓN BALANCEADA: Punto de Equilibrio
714829683,3,0.0024576394514718774,0,Sin Acción (Cliente Estable)
717015333,0,0.0016364669817780719,0,Sin Acción (Cliente Estable)
757837458,3,0.0018705378292644917,0,Sin Acción (Cliente Estable)
719240358,0,0.0024267089597982544,0,Sin Acción (Cliente Estable)
719036883,3,0.004453220592935994,0,Sin Acción (Cliente Estable)
714000108,3,0.010933948976832005,0,Sin Acción (Cliente Estable)
720786033,3,0.05077433295230891,0,Sin Acción (Cliente Estable)
708917133,3,0.011977915799804765,0,Sin Acción (Cliente Estable)
818929158,3,0.2944527633570289,1,CAMPAÑA MASIVA: Red de Arrastre
709513458,0,0.006260285329761008,0,Sin Acción (Cliente Estable)
717705858,2,0.245780338885073,1,REACCIÓN BALANCEADA: Punto de Equilibrio
716573058,3,0.9615482622695245,1,CAMPAÑA MASIVA: Red de Arrastre
827695683,2,0.0022375380758136803,0,Sin Acción (Cliente Estable)
819189108,3,0.0022711256505213635,0,Sin Acción (Cliente Estable)
716977758,0,0.888460770906905,1,REACCIÓN BALANCEADA: Punto de Equilibrio
714901383,0,0.0022871330760485605,0,Sin Acción (Cliente Estable)
718500633,0,0.004021579608520731,0,Sin Acción (Cliente Estable)
713516433,3,0.002022952316212477,0,Sin Acción (Cliente Estable)
715140933,2,0.018732136863010368,0,Sin Acción (Cliente Estable)
712642533,2,0.0014372739097686597,0,Sin Acción (Cliente Estable)
721498008,3,0.07828042856880696,0,Sin Acción (Cliente Estable)
717189183,0,0.003766793805823682,0,Sin Acción (Cliente Estable)
708902883,3,0.053484591620173126,0,Sin Acción (Cliente Estable)
817889583,3,0.4625118108809239,1,CAMPAÑA MASIVA: Red de Arrastre
