,Cluster_Cliente,Credit_Limit,Total_Trans_Amt,Probabilidad_Churn,Estrategia_Asignada,Prediccion_Final,Churn_Real
6232,0,3022.0,2724,0.9203156158097373,ALIVIO FINANCIERO: Reestructuración (Descuento de Tasa / Pagos Fijos),1,1
9729,1,10301.0,16359,0.007755279983086194,Sin Acción (Cliente Estable),0,0
7253,3,1759.0,2705,0.9833829609185497,CAMPAÑA MASIVA: Red de Arrastre (Email Automático / MSI),1,1
8980,2,24533.0,8436,0.04023162582471085,Sin Acción (Cliente Estable),0,0
5123,0,2221.0,4758,0.012304649351780227,Sin Acción (Cliente Estable),0,0
5475,3,8604.0,4705,0.006833168625077133,Sin Acción (Cliente Estable),0,0
8545,0,1915.0,2264,0.9626672851645771,ALIVIO FINANCIERO: Reestructuración (Descuento de Tasa / Pagos Fijos),1,1
3498,0,2757.0,3766,0.0016697022704635375,Sin Acción (Cliente Estable),0,0
1796,3,5381.0,1910,0.05923230277000132,Sin Acción (Cliente Estable),0,0
7733,0,1843.0,4729,0.0014186236599761952,Sin Acción (Cliente Estable),0,0
9351,1,34516.0,14185,0.002079933161097545,Sin Acción (Cliente Estable),0,0
8940,2,16828.0,4939,0.10650884797443635,Sin Acción (Cliente Estable),0,1
9028,1,10677.0,8637,0.0628393851013791,Sin Acción (Cliente Estable),0,0
7410,3,2212.0,2394,0.5687150604689541,CAMPAÑA MASIVA: Red de Arrastre (Email Automático / MSI),1,1
5267,3,1838.0,2461,0.8964401892201137,CAMPAÑA MASIVA: Red de Arrastre (Email Automático / MSI),1,1
2330,0,9371.0,2518,0.002797498932745576,Sin Acción (Cliente Estable),0,0
9145,1,12773.0,14833,0.004343421461378509,Sin Acción (Cliente Estable),0,0
5581,0,5616.0,3410,0.02995207413045592,Sin Acción (Cliente Estable),0,0
5914,3,2317.0,4894,0.0023586399354982176,Sin Acción (Cliente Estable),0,0
9170,1,3599.0,13324,0.003481522803047156,Sin Acción (Cliente Estable),0,0
3856,3,4284.0,3095,0.01006132040669827,Sin Acción (Cliente Estable),0,0
5072,2,14527.0,3965,0.004230100346000574,Sin Acción (Cliente Estable),0,0
1820,0,5154.0,1694,0.021151065229671064,Sin Acción (Cliente Estable),0,0
9467,1,6077.0,12489,0.002003012859018842,Sin Acción (Cliente Estable),0,0
917,3,12716.0,2412,0.006723252547623864,Sin Acción (Cliente Estable),0,0
5767,0,2357.0,4534,0.0014668622994946146,Sin Acción (Cliente Estable),0,0
1824,0,2379.0,2966,0.02252955992537548,Sin Acción (Cliente Estable),0,0
9618,1,34516.0,13781,0.0030410567828258544,Sin Acción (Cliente Estable),0,0
4036,2,26107.0,1697,0.9391151011481208,DESPERTAR VIP: Re-engagement (Bono de Cashback / Upgrade Tarjeta),1,1
1852,3,2237.0,2192,0.20438849209604965,CAMPAÑA MASIVA: Red de Arrastre (Email Automático / MSI),1,0
3890,0,3812.0,4080,0.0026785796445941454,Sin Acción (Cliente Estable),0,0
807,0,5158.0,1229,0.008042637864278453,Sin Acción (Cliente Estable),0,0
8932,2,34516.0,7485,0.003776219094188627,Sin Acción (Cliente Estable),0,0
267,0,3187.0,1387,0.01662073644049073,Sin Acción (Cliente Estable),0,0
9545,0,9943.0,8325,0.2527899660212184,ALIVIO FINANCIERO: Reestructuración (Descuento de Tasa / Pagos Fijos),1,1
7458,0,7508.0,4950,0.0036454001749319067,Sin Acción (Cliente Estable),0,0
9905,1,12978.0,14134,0.13234945984568972,Sin Acción (Cliente Estable),0,0
2849,3,4333.0,1558,0.9334351543961865,CAMPAÑA MASIVA: Red de Arrastre (Email Automático / MSI),1,1
4088,3,4983.0,1939,0.28685540816116506,CAMPAÑA MASIVA: Red de Arrastre (Email Automático / MSI),1,0
6648,2,31636.0,4231,0.004399017556078925,Sin Acción (Cliente Estable),0,0
1293,2,25058.0,2053,0.04598641250160559,Sin Acción (Cliente Estable),0,0
8586,2,34516.0,7758,0.0044141109977414794,Sin Acción (Cliente Estable),0,0
6192,3,3900.0,4337,0.002213804261716849,Sin Acción (Cliente Estable),0,0
9219,1,3600.0,14137,0.021383689828770272,Sin Acción (Cliente Estable),0,0
4745,2,34516.0,3820,0.0015044238074825938,Sin Acción (Cliente Estable),0,0
468,2,18578.0,1606,0.0029506103350860446,Sin Acción (Cliente Estable),0,0
9139,1,18980.0,8295,0.005320174873578369,Sin Acción (Cliente Estable),0,0
4349,3,3818.0,4272,0.003971442580320197,Sin Acción (Cliente Estable),0,0
8736,0,3138.0,4724,0.13692124693678961,ALIVIO FINANCIERO: Reestructuración (Descuento de Tasa / Pagos Fijos),1,1
6627,0,2240.0,4399,0.001616687268562512,Sin Acción (Cliente Estable),0,0
3150,3,1856.0,1805,0.33941735612935764,CAMPAÑA MASIVA: Red de Arrastre (Email Automático / MSI),1,1
2253,3,4930.0,3343,0.0032576599002598202,Sin Acción (Cliente Estable),0,0
5000,0,2636.0,4584,0.002836525477090954,Sin Acción (Cliente Estable),0,0
6067,2,30976.0,3193,0.00214054780989838,Sin Acción (Cliente Estable),0,0
5489,0,9396.0,4301,0.0017675001755585345,Sin Acción (Cliente Estable),0,0
5800,0,7970.0,1872,0.9675485687220409,ALIVIO FINANCIERO: Reestructuración (Descuento de Tasa / Pagos Fijos),1,1
1524,3,4116.0,1657,0.006032249416493939,Sin Acción (Cliente Estable),0,0
1316,3,9981.0,1456,0.011757444989663534,Sin Acción (Cliente Estable),0,0
5992,0,2558.0,3792,0.0017830039776777441,Sin Acción (Cliente Estable),0,0
8421,3,13427.0,4266,0.012690768541501602,Sin Acción (Cliente Estable),0,0
3408,2,29812.0,2385,0.2677535156778754,DESPERTAR VIP: Re-engagement (Bono de Cashback / Upgrade Tarjeta),1,0
1646,0,2786.0,2853,0.016068267754945652,Sin Acción (Cliente Estable),0,0
3846,0,2960.0,3941,0.004560310189688137,Sin Acción (Cliente Estable),0,0
4968,0,5062.0,4535,0.003445251347281736,Sin Acción (Cliente Estable),0,0
1017,0,7712.0,1845,0.04501023343071075,Sin Acción (Cliente Estable),0,0
5434,3,4554.0,4816,0.0020296201959967915,Sin Acción (Cliente Estable),0,0
738,3,10344.0,1617,0.011138212261490232,Sin Acción (Cliente Estable),0,0
3508,3,14366.0,3868,0.0021530171101230575,Sin Acción (Cliente Estable),0,0
3327,3,1613.0,3549,0.010308798282852224,Sin Acción (Cliente Estable),0,0
4702,0,3139.0,4648,0.0027147062601973,Sin Acción (Cliente Estable),0,0
151,0,13860.0,1910,0.003368499251294353,Sin Acción (Cliente Estable),0,0
6275,0,1518.0,3595,0.003395357450865441,Sin Acción (Cliente Estable),0,0
4194,3,9375.0,2108,0.02615231907775731,Sin Acción (Cliente Estable),0,1
5285,0,1438.3,4222,0.0033004563765955345,Sin Acción (Cliente Estable),0,0
444,0,2075.0,2556,0.007117322648161467,Sin Acción (Cliente Estable),0,0
6892,3,8208.0,4824,0.0017891829394224078,Sin Acción (Cliente Estable),0,0
9664,1,34516.0,13174,0.013185788547509795,Sin Acción (Cliente Estable),0,0
271,2,23603.0,1382,0.018455189086392362,Sin Acción (Cliente Estable),0,0
3765,0,2529.0,3428,0.0014599692564076475,Sin Acción (Cliente Estable),0,0
5048,0,1950.0,3873,0.0019712208299378243,Sin Acción (Cliente Estable),0,0
232,0,5207.0,1310,0.002777724562192734,Sin Acción (Cliente Estable),0,0
2811,0,9133.0,4101,0.00180637283054271,Sin Acción (Cliente Estable),0,0
4199,3,10529.0,4583,0.002158207221949486,Sin Acción (Cliente Estable),0,0
1065,0,5024.0,1925,0.0047438381059399706,Sin Acción (Cliente Estable),0,0
1416,2,33405.0,1345,0.3836553483453408,DESPERTAR VIP: Re-engagement (Bono de Cashback / Upgrade Tarjeta),1,0
2441,0,3877.0,1942,0.015105828926628368,Sin Acción (Cliente Estable),0,0
3795,3,2886.0,2326,0.9756084903364158,CAMPAÑA MASIVA: Red de Arrastre (Email Automático / MSI),1,1
6825,0,6475.0,3837,0.002048960097406067,Sin Acción (Cliente Estable),0,0
6870,2,34516.0,2329,0.8908812829088443,DESPERTAR VIP: Re-engagement (Bono de Cashback / Upgrade Tarjeta),1,1
3830,0,1438.3,4427,0.0016651170559149062,Sin Acción (Cliente Estable),0,0
8240,0,2164.0,4341,0.00274079271891197,Sin Acción (Cliente Estable),0,0
4644,0,2758.0,4119,0.0019867865006716018,Sin Acción (Cliente Estable),0,0
886,3,5267.0,1353,0.39772116946952196,CAMPAÑA MASIVA: Red de Arrastre (Email Automático / MSI),1,0
7551,0,2725.0,4430,0.014650265208382985,Sin Acción (Cliente Estable),0,0
5721,0,4090.0,2016,0.3103041413565743,ALIVIO FINANCIERO: Reestructuración (Descuento de Tasa / Pagos Fijos),1,1
985,3,14281.0,1164,0.09446469188616853,Sin Acción (Cliente Estable),0,0
2770,0,4505.0,3968,0.0019022156312902825,Sin Acción (Cliente Estable),0,0
8473,3,7212.0,5169,0.0015802573191915246,Sin Acción (Cliente Estable),0,0
8105,3,1438.3,5014,0.0025844743803276568,Sin Acción (Cliente Estable),0,0
1346,3,8713.0,2094,0.08644191860841742,Sin Acción (Cliente Estable),0,0
1723,0,2564.0,1343,0.223522215154433,ALIVIO FINANCIERO: Reestructuración (Descuento de Tasa / Pagos Fijos),1,0
6954,0,3035.0,4999,0.001831389410324318,Sin Acción (Cliente Estable),0,0
9391,1,4731.0,14952,0.005185647133420855,Sin Acción (Cliente Estable),0,0
9767,3,7464.0,9071,0.9418207505794981,CAMPAÑA MASIVA: Red de Arrastre (Email Automático / MSI),1,1
5659,3,3214.0,2720,0.8747267113983126,CAMPAÑA MASIVA: Red de Arrastre (Email Automático / MSI),1,1
2221,3,7869.0,998,0.983192918541943,CAMPAÑA MASIVA: Red de Arrastre (Email Automático / MSI),1,1
9614,1,5158.0,13113,0.0019355088801461912,Sin Acción (Cliente Estable),0,0
1071,0,2495.0,1311,0.007063353546370152,Sin Acción (Cliente Estable),0,0
5373,3,2866.0,4615,0.0018807503012204364,Sin Acción (Cliente Estable),0,0
2523,3,12169.0,1599,0.007637057891581992,Sin Acción (Cliente Estable),0,0
2703,0,2174.0,1755,0.013100523493468413,Sin Acción (Cliente Estable),0,0
5792,0,1972.0,4715,0.004248121415876121,Sin Acción (Cliente Estable),0,0
8575,0,4963.0,4989,0.0018911767959716287,Sin Acción (Cliente Estable),0,0
8175,3,1438.3,4462,0.0017540133934043842,Sin Acción (Cliente Estable),0,0
5395,0,2470.0,4384,0.0024669618280877396,Sin Acción (Cliente Estable),0,0
6136,0,2525.0,4360,0.0018957874739781865,Sin Acción (Cliente Estable),0,0
1725,0,9843.0,1402,0.009157448744212569,Sin Acción (Cliente Estable),0,0
1452,0,2472.0,1392,0.034960012463409504,Sin Acción (Cliente Estable),0,0
970,2,16031.0,1527,0.028469625055673492,Sin Acción (Cliente Estable),0,0
7699,3,3223.0,1979,0.9806884926196866,CAMPAÑA MASIVA: Red de Arrastre (Email Automático / MSI),1,1
977,3,6511.0,1478,0.0584152609144339,Sin Acción (Cliente Estable),0,0
7373,0,8228.0,4933,0.0021460245406804673,Sin Acción (Cliente Estable),0,0
5086,3,2286.0,2798,0.9736078586023903,CAMPAÑA MASIVA: Red de Arrastre (Email Automático / MSI),1,1
6495,0,2765.0,4629,0.01687381452004942,Sin Acción (Cliente Estable),0,0
2826,3,11091.0,1234,0.562813421551027,CAMPAÑA MASIVA: Red de Arrastre (Email Automático / MSI),1,1
3052,3,3480.0,2807,0.012980805752499573,Sin Acción (Cliente Estable),0,0
8503,3,1852.0,2851,0.9832721968167476,CAMPAÑA MASIVA: Red de Arrastre (Email Automático / MSI),1,1
1335,0,1438.3,2243,0.01720406158412327,Sin Acción (Cliente Estable),0,0
4512,0,2650.0,4512,0.0018156633881279672,Sin Acción (Cliente Estable),0,0
1591,2,20013.0,1518,0.03211128048151372,Sin Acción (Cliente Estable),0,0
9611,1,5325.0,13674,0.016543106085115597,Sin Acción (Cliente Estable),0,0
9303,1,19252.0,14074,0.0028652779071304847,Sin Acción (Cliente Estable),0,0
9435,3,12091.0,8127,0.9800054704480141,CAMPAÑA MASIVA: Red de Arrastre (Email Automático / MSI),1,1
7537,0,4739.0,5238,0.009410630681916934,Sin Acción (Cliente Estable),0,0
6158,0,2016.0,4535,0.001561849106713212,Sin Acción (Cliente Estable),0,0
1680,3,5930.0,2041,0.10042260687667194,Sin Acción (Cliente Estable),0,0
9213,1,33711.0,14880,0.004235998762171721,Sin Acción (Cliente Estable),0,0
9635,1,5319.0,15048,0.002245218681486791,Sin Acción (Cliente Estable),0,0
2474,3,9033.0,1661,0.028526829424094156,Sin Acción (Cliente Estable),0,0
9036,0,7298.0,7973,0.01366956849695903,Sin Acción (Cliente Estable),0,0
663,2,34516.0,1463,0.005719802247091129,Sin Acción (Cliente Estable),0,0
3310,2,34516.0,1480,0.38376065350236166,DESPERTAR VIP: Re-engagement (Bono de Cashback / Upgrade Tarjeta),1,1
2932,2,14987.0,4470,0.0016460689990546622,Sin Acción (Cliente Estable),0,0
2877,3,12878.0,1968,0.02549765945754875,Sin Acción (Cliente Estable),0,0
919,0,1438.3,2730,0.04292811764459301,Sin Acción (Cliente Estable),0,0
3384,0,7633.0,1807,0.010349822761841534,Sin Acción (Cliente Estable),0,0
8458,0,2186.0,4629,0.0019033175547192383,Sin Acción (Cliente Estable),0,0
3780,3,4417.0,4253,0.0030581989725476065,Sin Acción (Cliente Estable),0,0
571,2,24869.0,1409,0.016400043396053034,Sin Acción (Cliente Estable),0,0
986,3,7353.0,2005,0.0809923755483564,Sin Acción (Cliente Estable),0,0
3208,3,8511.0,3775,0.00814302831342191,Sin Acción (Cliente Estable),0,0
3650,0,2584.0,4045,0.0016098912282112346,Sin Acción (Cliente Estable),0,0
6453,2,15100.0,4135,0.0020484484059868743,Sin Acción (Cliente Estable),0,0
9039,1,7650.0,8609,0.007040028644393478,Sin Acción (Cliente Estable),0,0
1937,0,13395.0,2650,0.0021384446176559925,Sin Acción (Cliente Estable),0,0
7439,0,2808.0,5137,0.0018346771312348544,Sin Acción (Cliente Estable),0,0
5411,0,5024.0,4908,0.0020883503661380575,Sin Acción (Cliente Estable),0,0
6788,3,1535.0,5168,0.0024785123655531095,Sin Acción (Cliente Estable),0,0
8044,3,1666.0,2312,0.9885409948375324,CAMPAÑA MASIVA: Red de Arrastre (Email Automático / MSI),1,1
4716,2,18535.0,3780,0.001874599909916424,Sin Acción (Cliente Estable),0,0
3472,2,34516.0,2534,0.804571107716693,DESPERTAR VIP: Re-engagement (Bono de Cashback / Upgrade Tarjeta),1,1
581,3,1438.3,888,0.9840219097749,CAMPAÑA MASIVA: Red de Arrastre (Email Automático / MSI),1,1
8260,0,2289.0,4955,0.00148911009178822,Sin Acción (Cliente Estable),0,0
4091,3,2695.0,4557,0.0023041804953932697,Sin Acción (Cliente Estable),0,0
3038,0,9778.0,3413,0.003965783106215782,Sin Acción (Cliente Estable),0,0
7903,3,11750.0,2532,0.9222635965374735,CAMPAÑA MASIVA: Red de Arrastre (Email Automático / MSI),1,1
6552,0,4710.0,4663,0.0018724310671155238,Sin Acción (Cliente Estable),0,0
2860,3,4475.0,3367,0.002969353731177159,Sin Acción (Cliente Estable),0,0
4662,2,24033.0,3578,0.0021872979226126034,Sin Acción (Cliente Estable),0,0
8626,1,6751.0,7921,0.003014329823104621,Sin Acción (Cliente Estable),0,0
4965,3,3032.0,2273,0.9843037043133024,CAMPAÑA MASIVA: Red de Arrastre (Email Automático / MSI),1,1
9325,1,17646.0,15527,0.0019742232713948916,Sin Acción (Cliente Estable),0,0
7272,0,9449.0,4658,0.001785423900857513,Sin Acción (Cliente Estable),0,0
4536,2,25256.0,2048,0.8618424321071299,DESPERTAR VIP: Re-engagement (Bono de Cashback / Upgrade Tarjeta),1,1
2864,0,2888.0,3798,0.005985057236733654,Sin Acción (Cliente Estable),0,0
1875,3,6979.0,1665,0.0559269371838751,Sin Acción (Cliente Estable),0,0
2574,0,5030.0,3345,0.005544495265630041,Sin Acción (Cliente Estable),0,0
9378,1,34516.0,15584,0.0021616212996772464,Sin Acción (Cliente Estable),0,0
6133,3,1438.3,4396,0.0023669986081628356,Sin Acción (Cliente Estable),0,0
5187,2,15638.0,4396,0.0021185042992091386,Sin Acción (Cliente Estable),0,0
4213,2,26174.0,4551,0.0039034467253457245,Sin Acción (Cliente Estable),0,0
3202,2,29695.0,4109,0.002246137264073185,Sin Acción (Cliente Estable),0,0
8565,0,2867.0,4445,0.0017655519117874196,Sin Acción (Cliente Estable),0,0
304,3,6985.0,1694,0.0051964312047733,Sin Acción (Cliente Estable),0,0
3608,0,6006.0,3199,0.007600363846092008,Sin Acción (Cliente Estable),0,0
7820,0,3433.0,4504,0.001554564226946736,Sin Acción (Cliente Estable),0,0
3015,3,3558.0,4136,0.004861875562702384,Sin Acción (Cliente Estable),0,0
607,2,16813.0,1482,0.005929061168660983,Sin Acción (Cliente Estable),0,0
7064,0,3386.0,4890,0.01229247039873684,Sin Acción (Cliente Estable),0,0
6371,2,34516.0,3807,0.0015622271148329533,Sin Acción (Cliente Estable),0,0
2096,2,32444.0,3725,0.00562374085007073,Sin Acción (Cliente Estable),0,0
8134,0,1438.3,4425,0.0034299435254183186,Sin Acción (Cliente Estable),0,0
1252,0,6660.0,2660,0.011780138747599192,Sin Acción (Cliente Estable),0,0
4046,3,5693.0,4003,0.0037914712966092513,Sin Acción (Cliente Estable),0,0
8662,3,4752.0,7517,0.4307149382368259,CAMPAÑA MASIVA: Red de Arrastre (Email Automático / MSI),1,0
9212,3,5822.0,3240,0.8917989150646253,CAMPAÑA MASIVA: Red de Arrastre (Email Automático / MSI),1,1
6277,0,1776.0,4878,0.002020636783229153,Sin Acción (Cliente Estable),0,0
4780,3,11557.0,4064,0.0019848953374013044,Sin Acción (Cliente Estable),0,0
3748,0,7232.0,4337,0.0036305821824316213,Sin Acción (Cliente Estable),0,0
3010,2,34516.0,2687,0.011586293155598323,Sin Acción (Cliente Estable),0,0
8684,0,2275.0,7768,0.004049009593399346,Sin Acción (Cliente Estable),0,0
4962,2,32244.0,3501,0.0031484503041479804,Sin Acción (Cliente Estable),0,0
1505,3,7087.0,1712,0.011666942475732443,Sin Acción (Cliente Estable),0,0
3209,0,4821.0,3571,0.006131045201334444,Sin Acción (Cliente Estable),0,0
6715,3,1460.0,2329,0.9512430869324738,CAMPAÑA MASIVA: Red de Arrastre (Email Automático / MSI),1,1
6061,0,3542.0,4127,0.005207310537500107,Sin Acción (Cliente Estable),0,0
6409,3,1438.3,3691,0.0027266099015032584,Sin Acción (Cliente Estable),0,0
4771,0,3140.0,5109,0.0018130604296874814,Sin Acción (Cliente Estable),0,0
6197,0,2033.0,4100,0.0021440388896499913,Sin Acción (Cliente Estable),0,0
3359,2,24149.0,2584,0.003923041642406448,Sin Acción (Cliente Estable),0,0
5631,0,2373.0,4228,0.0028776711783605274,Sin Acción (Cliente Estable),0,0
4772,3,12914.0,2082,0.029353715439036733,Sin Acción (Cliente Estable),0,1
1371,0,1934.0,2334,0.005358351704960765,Sin Acción (Cliente Estable),0,0
5039,3,3786.0,3403,0.002464582322560032,Sin Acción (Cliente Estable),0,0
9485,1,15219.0,7625,0.20541860403118903,Sin Acción (Cliente Estable),0,1
2803,2,19300.0,2660,0.0018816613779939907,Sin Acción (Cliente Estable),0,0
1258,3,4394.0,1538,0.09320052957461544,Sin Acción (Cliente Estable),0,0
9383,1,34516.0,14474,0.001800980210792172,Sin Acción (Cliente Estable),0,0
9197,1,3329.0,13109,0.0040045604914273536,Sin Acción (Cliente Estable),0,0
4092,2,18178.0,3445,0.0017551432025988995,Sin Acción (Cliente Estable),0,0
6249,3,1574.0,2560,0.46361162098631853,CAMPAÑA MASIVA: Red de Arrastre (Email Automático / MSI),1,1
2674,0,2239.0,2466,0.0055083278940021,Sin Acción (Cliente Estable),0,0
3957,2,19156.0,3547,0.003912201945900346,Sin Acción (Cliente Estable),0,0
4115,0,4408.0,4157,0.0016867458664600755,Sin Acción (Cliente Estable),0,0
8973,2,34516.0,8872,0.04236211592162763,Sin Acción (Cliente Estable),0,0
6918,0,3934.0,4143,0.001717947591033588,Sin Acción (Cliente Estable),0,0
8169,0,4977.0,4182,0.0016172223383177102,Sin Acción (Cliente Estable),0,0
8631,2,34516.0,8012,0.008502994008261685,Sin Acción (Cliente Estable),0,0
8304,0,2751.0,4861,0.00184524175252546,Sin Acción (Cliente Estable),0,0
9164,1,12033.0,12603,0.0023027910498713547,Sin Acción (Cliente Estable),0,0
881,3,8663.0,916,0.9841594168791467,CAMPAÑA MASIVA: Red de Arrastre (Email Automático / MSI),1,1
8731,2,23070.0,8070,0.014383690961135924,Sin Acción (Cliente Estable),0,0
2059,0,4824.0,1516,0.1979238683914239,ALIVIO FINANCIERO: Reestructuración (Descuento de Tasa / Pagos Fijos),1,0
2456,0,3156.0,1376,0.013656496119240896,Sin Acción (Cliente Estable),0,0
1722,0,6921.0,1931,0.013468517857941807,Sin Acción (Cliente Estable),0,0
1307,3,3242.0,1424,0.13056843825120068,CAMPAÑA MASIVA: Red de Arrastre (Email Automático / MSI),1,0
8542,0,1736.0,5045,0.0017501516650203688,Sin Acción (Cliente Estable),0,0
4448,3,1438.3,4815,0.0019953714944723447,Sin Acción (Cliente Estable),0,0
6531,0,6205.0,4605,0.001971363156471639,Sin Acción (Cliente Estable),0,0
3734,3,7599.0,4401,0.005361470257800491,Sin Acción (Cliente Estable),0,0
8704,2,24670.0,7772,0.015977958181071183,Sin Acción (Cliente Estable),0,0
2006,0,4245.0,1534,0.004358488421681274,Sin Acción (Cliente Estable),0,0
8078,2,34516.0,4826,0.004248510072257946,Sin Acción (Cliente Estable),0,0
260,2,34516.0,1283,0.30425284309718753,DESPERTAR VIP: Re-engagement (Bono de Cashback / Upgrade Tarjeta),1,0
3051,0,3271.0,2464,0.001668365048851242,Sin Acción (Cliente Estable),0,0
1979,0,2062.0,2397,0.03394688436945888,Sin Acción (Cliente Estable),0,0
4322,0,2912.0,4518,0.001554564226946736,Sin Acción (Cliente Estable),0,0
5242,3,1438.3,4205,0.0021167494685247605,Sin Acción (Cliente Estable),0,0
3520,2,24172.0,1658,0.2255589908525807,DESPERTAR VIP: Re-engagement (Bono de Cashback / Upgrade Tarjeta),1,0
788,2,30655.0,3280,0.006002166807024494,Sin Acción (Cliente Estable),0,0
7567,0,2787.0,4949,0.0017758490387029566,Sin Acción (Cliente Estable),0,0
5485,0,2477.0,4349,0.001822209765435141,Sin Acción (Cliente Estable),0,0
9458,2,31832.0,10201,0.9646348740712666,DESPERTAR VIP: Re-engagement (Bono de Cashback / Upgrade Tarjeta),1,1
165,0,2185.0,1645,0.01916339294977208,Sin Acción (Cliente Estable),0,0
4501,0,1507.0,4126,0.0017445012381101773,Sin Acción (Cliente Estable),0,0
9076,1,21754.0,9105,0.01222142184211447,Sin Acción (Cliente Estable),0,0
3937,0,2704.0,4839,0.002823394508562067,Sin Acción (Cliente Estable),0,0
5298,0,3666.0,4735,0.0016314203661147945,Sin Acción (Cliente Estable),0,0
1184,2,18582.0,1836,0.058414421930906596,Sin Acción (Cliente Estable),0,0
9463,1,34516.0,14969,0.0020456296956481343,Sin Acción (Cliente Estable),0,0
8598,1,16583.0,7823,0.03407563726358572,Sin Acción (Cliente Estable),0,0
9276,1,3175.0,14071,0.0047158763937351815,Sin Acción (Cliente Estable),0,0
7995,3,1471.0,2253,0.9825756757076414,CAMPAÑA MASIVA: Red de Arrastre (Email Automático / MSI),1,1
2160,2,34516.0,2562,0.02911773076563329,Sin Acción (Cliente Estable),0,0
3645,0,9617.0,4247,0.00267308121906934,Sin Acción (Cliente Estable),0,0
4107,0,9065.0,4030,0.001920408986868367,Sin Acción (Cliente Estable),0,0
9916,2,21067.0,9212,0.9828758773369324,DESPERTAR VIP: Re-engagement (Bono de Cashback / Upgrade Tarjeta),1,1
7974,3,2145.0,2465,0.9886756314740439,CAMPAÑA MASIVA: Red de Arrastre (Email Automático / MSI),1,1
8611,1,8283.0,7553,0.0028354336173456542,Sin Acción (Cliente Estable),0,0
6057,0,2859.0,4440,0.0014125760110489695,Sin Acción (Cliente Estable),0,0
4614,0,5129.0,3192,0.007681816111380508,Sin Acción (Cliente Estable),0,0
9106,1,14746.0,14771,0.004149493512701039,Sin Acción (Cliente Estable),0,0
4168,0,2993.0,4106,0.0025371752619520287,Sin Acción (Cliente Estable),0,0
9548,1,34516.0,14672,0.0022442562171040886,Sin Acción (Cliente Estable),0,0
729,2,19843.0,1638,0.004507401228774073,Sin Acción (Cliente Estable),0,0
7507,0,2168.0,4584,0.0015103501850996317,Sin Acción (Cliente Estable),0,0
6876,3,2796.0,4536,0.0027346170241489506,Sin Acción (Cliente Estable),0,0
7619,0,3187.0,4511,0.00148911009178822,Sin Acción (Cliente Estable),0,0
5094,3,1669.0,3591,0.013752711831498503,Sin Acción (Cliente Estable),0,0
9487,1,8147.0,14912,0.002269079621625977,Sin Acción (Cliente Estable),0,0
7950,0,4745.0,4705,0.002207433341292709,Sin Acción (Cliente Estable),0,0
6372,2,14670.0,4221,0.001703117435237549,Sin Acción (Cliente Estable),0,0
2270,3,14244.0,2729,0.003947968576149712,Sin Acción (Cliente Estable),0,0
1155,3,8638.0,1295,0.3775323763274672,CAMPAÑA MASIVA: Red de Arrastre (Email Automático / MSI),1,0
9694,3,3952.0,8241,0.9420253848924033,CAMPAÑA MASIVA: Red de Arrastre (Email Automático / MSI),1,1
626,2,20865.0,837,0.8508191361820814,DESPERTAR VIP: Re-engagement (Bono de Cashback / Upgrade Tarjeta),1,1
3424,3,3664.0,1479,0.26820812728266386,CAMPAÑA MASIVA: Red de Arrastre (Email Automático / MSI),1,1
422,3,2567.0,2399,0.06830092834494866,Sin Acción (Cliente Estable),0,0
1558,3,5061.0,1309,0.1862247480771232,CAMPAÑA MASIVA: Red de Arrastre (Email Automático / MSI),1,1
2227,0,2622.0,2717,0.0047241533419390405,Sin Acción (Cliente Estable),0,0
285,0,5362.0,1876,0.1717247553018328,ALIVIO FINANCIERO: Reestructuración (Descuento de Tasa / Pagos Fijos),1,0
771,3,8520.0,1193,0.04154949405647185,Sin Acción (Cliente Estable),0,0
1059,0,2435.0,1847,0.0052383699251933,Sin Acción (Cliente Estable),0,0
164,0,3065.0,1130,0.0045491284892935835,Sin Acción (Cliente Estable),0,0
505,0,3198.0,1936,0.038924620134988736,Sin Acción (Cliente Estable),0,0
2407,0,10386.0,2119,0.003981088924751467,Sin Acción (Cliente Estable),0,0
336,0,2578.0,1378,0.004906581359079923,Sin Acción (Cliente Estable),0,0
3992,0,6060.0,3953,0.0032803856371758297,Sin Acción (Cliente Estable),0,0
2298,2,22938.0,3428,0.017068993506414606,Sin Acción (Cliente Estable),0,0
6430,0,2315.0,4828,0.0016699452660852375,Sin Acción (Cliente Estable),0,0
617,0,2961.0,1937,0.0046133703953080306,Sin Acción (Cliente Estable),0,0
176,2,26792.0,2398,0.07168364210939261,Sin Acción (Cliente Estable),0,0
914,0,2929.0,1903,0.008019791723169776,Sin Acción (Cliente Estable),0,0
5324,0,1970.0,2493,0.9443179174871511,ALIVIO FINANCIERO: Reestructuración (Descuento de Tasa / Pagos Fijos),1,1
8498,3,1719.0,4869,0.13664145269930336,CAMPAÑA MASIVA: Red de Arrastre (Email Automático / MSI),1,0
8824,1,15987.0,8302,0.012845440484259823,Sin Acción (Cliente Estable),0,0
8555,3,6146.0,3645,0.00317582351716683,Sin Acción (Cliente Estable),0,0
5287,0,1952.0,2452,0.8653673838014628,ALIVIO FINANCIERO: Reestructuración (Descuento de Tasa / Pagos Fijos),1,1
2090,3,3877.0,2473,0.1510007999543825,CAMPAÑA MASIVA: Red de Arrastre (Email Automático / MSI),1,0
